residence_name,council_id
GEZAULOLE,20359
MASANGA,20359
MWENGE,20359
KIKUNGU,20359
SOKOINE,20359
LAKE TANGANYIKA,20359
BUREGA,20359
TAIFA,20359
KAWAWA,20359
MUNGONYA,20359
MSUFINI,20359
MASANGA RUBABI,20359
MGEO,20359
WAFIPA,20359
MNAZI MMOJA,20359
KABONDO,20359
RUTALE,20359
KAWAWA,20359
LUMUMBA,20359
MASHINE,20359
BUSOMELO,20359
NDAHIRIWE,20359
LIVINGSTONE,20359
MATOFARINI,20359
KASULU,20359
MGOMBEWA,20359
RUBUGA,20359
WAHOMBO,20359
NDARABU,20359
KIPANDE,20359
KANSWA,20359
KIBWE,20359
MKESE,20359
MGUMILE,20359
KATONYANGA,20359
BONDE,20359
RUSIMBI,20359
BOGOGWA,20359
WAKUHA,20359
UKUMBI,20359
KITENGE,20359
KIRUGU,20359
CHAKULU,20798
UVINZA,20798
RUCHUGI,20798
BASANZA,20798
MSEBEI,20798
NYANGABO,20798
NGURUKA,20798
BWERU,20798
ITEBULA,20798
MGANZA,20798
KASISI,20798
MALAGARASI,20798
MPETA,20798
MTEGOWANOTI,20798
MWANGAZA,20798
ILALANGURU,20798
CHAGU,20798
IGALULA,20798
LAGOSA,20798
NDELE,20798
LUBALISI,20798
IKUBULU,20798
MGAMBAZI,20798
RUKOMA,20798
KALILANI,20798
NKONKWA,20798
KATUMBI,20798
BUHINGU,20798
MGAMBO,20798
KANGWENA,20798
KAHWIBILI,20798
SIGUNGA,20798
HEREMBE,20798
KAPARAMSENGA,20798
SIBWESA,20798
KALYA,20798
TAMBUSHA,20798
KASHAGULU,20798
LUFUBU,20798
UBANDA,20798
MLELA,20798
KALENGE,20798
KANDAGA,20798
KAZURAMIMBA,20798
NYANGANGA,20798
MAZUNGWE,20798
MWAMILA,20798
KIRANDO,20798
MSIHEZI,20798
RULINGA,20798
LYABUSENDE,20798
SUNUKA,20798
KARAGO,20798
SONGAMBELE,20798
KANYWANGILI,20798
MWAKIZEGA,20798
KABEBA,20798
KATETE,20798
ILAGALA,20798
SAMBALA,20798
KAJEJE,20798
LYAMUNGO  SINDE,21208
LYAMUNGO KATI,21208
LYAMUNG. KILANYA,21208
NKUU NDOO,21208
NKUU  SINDE,21208
TELLA,21208
ORORI,21208
USARI,21208
MULAMA,21208
MBATAKERO,21208
LONGOI,21208
KIKAVU CHINI,21208
NGOSERO,21208
KIMASHUKU,21208
KWATITO,21208
MIJONGWENI,21208
SHIRI NJORO,21208
SHIRI MGUNGANI,21208
SHIRIMATUNDA,21208
FOO,21208
WARI NDOO,21208
WARI SINDE,21208
NSHARA,21208
UDURU,21208
KYEERI,21208
NRONGA,21208
URAA,21208
KISELU,21208
MAMBA,21208
USWAA,21208
NGIRA,21208
SAAWE,21208
MBWEERA,21208
MBORENY,21208
SONU,21208
ROO NDOO,21208
ROO SINDE,21208
ISAWERWA,21208
KIMIRA,21208
MUDIO,21208
MUNGUSHI,21208
KWARE,21208
MKOMBOZI,21208
KWASADALA,21208
MBOSHO,21208
MROMA,21208
LEMIRA KATI,21208
ISUKI,21208
"NG""UNI",21208
LOSAA,21208
LUKANI,21208
KYUU,21208
MASHUA,21208
NKWANSIRA,21208
CHEKIMAJI,21208
CHEMKA,21208
MKALAMA,21208
RUNDUGAI,21208
KAWAYA,21208
MTAKUJA,21208
SANYA STATION,21208
TINDIGANI,21208
SANYA JUU,21585
SANYA HOYEE,21585
KILINGI,21585
MERALI,21585
MAGADINI,21585
MAWASILIANO,21585
WIRI,21585
MLANGONI,21585
KARANSI,21585
ASHENGAI,21585
MENDAI,21585
LEKRIMUNI,21585
NDINYIKA,21585
KANDASHI,21585
MAJENGO,21585
NAIBILIE,21585
NGUMBARU,21585
TINDIGANI,21585
MAKIWARU,21585
NGARITATI,21585
MOWARA,21585
MWINUKO,21585
NDARARA,21585
OLKOLILI,21585
MKOMBOZI,21585
ORMELILI,21585
SINAI,21585
DONYOMURWAK,21585
EMBUKOI,21585
OLOIWANG,21585
MUNGE,21585
NAMWAI,21585
MWANGAZA,21585
NGARENAIROBI,21585
MATADI,21585
ROSELYNE,21585
MITI MIREFU,21585
KALI MAJI,21585
MOWONJAMU,21585
SAMAKI MAINI,21585
NGARONI,21585
MESE,21585
NSHEREHEHE,21585
NGIRINY,21585
KOBOKO KUSINI,21585
KOBOKO KASKAZINI,21585
NRAO KISANGARA,21585
WANRI,21585
MAE,21585
MAE JUU,21585
KISHISHA,21585
FUKA,21585
LOMAKAA,21585
LAWATE,21585
KASHASHI,21585
KYENGIA,21585
KIRISHA,21585
MANIO,21585
NAWERU,21585
LOKIRI,21585
HINDU,21841
MAWENZI,21841
KARIKACHA,21841
KARIWA CHINI,21841
SABASABA,21841
MWERENI,21841
USHIRIKA,21841
SOKONI,21841
SHAURIMOYO,21841
MAKANGE,21841
MIEMBENI,21841
MJI MWEMA,21841
ARABICA,21841
KWA KOMBA,21841
KWA MTEI,21841
SOKONI,21841
LANGONI,21841
MSARANGA,21841
MSUFINI,21841
RAUYA,21841
MNAZI,21841
LOMBETA,21841
"NG""AMBO",21841
SOKONI,21841
KDC,21841
MNAZI MMOJA,21841
KITANDU,21841
KIBO,21841
KATI,21841
DOBI,21841
SOKONI,21841
VIWANDA,21841
RAILWAY,21841
SOKONI,21841
MBUYUNI,21841
MATINDIGANI,21841
MAJENGO MAPYA,21841
GETI FONGA,21841
BOMAMBUZI,21841
KANISANI,21841
KILIMANI,21841
SOKONI,21841
RELINI,21841
KALOLENI,21841
KALIMANI,21841
KIUSA SOKONI,21841
KIUSA LINE,21841
KORONGONI,21841
VIJANA,21841
VIWANDA,21841
SABASABA,21841
WIRELESS,21841
KHAMBAITA,21841
MAGEREZA,21841
KATANINI,21841
KIGOGONI,21841
BONITE,21841
MAWENZI,21841
MAKONGORO,21841
KILIMANJARO,21841
TSUDUNI,21841
KIKARARA,21841
MAHOMA,21841
KIDIA,21841
TELLA,21841
MANDE,21841
MANDAKA MNONO,21841
SANGO,21841
MOWO,21841
SHIA,21841
MDAWI,21841
KISASENI,21841
LYAKOMBILA,21841
CHEKERENI,21841
MUUNGANO,21841
MVULENI,21841
MABOGINI,21841
MTAKUJA,21841
MSEREKIA,21841
MAENDELEO,21841
MJI MPYA,21841
CHEMCHEM,21841
MIKOCHENI,21841
MSUNI,21841
ONGOMA,21841
MRAWI,21841
NJARI,21841
RAU,21841
OKASENI,21841
KARIWA,21841
KITANDU,21841
KIMANGANUNI,21841
LONGUO  A.,21841
SHINGA,21841
KORINI JUU,21841
KORINI KUSINI,21841
KORINI KATI,21841
TEMA,21841
MATERUNI,21841
MRUWIA,21841
KYASENI,21841
MNINI,21841
KISHUMUNDU,21841
MWASI KUSINI,21841
MWASI KASK.,21841
SHIMBWE JUU,21841
SHIMBWE CHINI,21841
MABUNGO,21841
YAMU MAKAA,21841
YAMU,21841
UPARO,21841
UCHIRA,21841
KORESA,21841
NDUONI,21841
KWAMARE,21841
IWA,21841
KANJI,21841
MANU,21841
KANANGO,21841
MARUA,21841
NGANJONI,21841
MRUWENI,21841
KILEUO,21841
MERO,21841
SOKO,21841
KYOMU,21841
GHONA,21841
KOCHAKINDO,21841
KITERINI,21841
MIKAMENI,21841
NGASINYI,21841
"NGASINYI "" B",21841
MWANGARIA,21841
KISANGESANGENI,21841
ORIA,21841
RAU RIVER,21841
MAWALA,21841
MIWALENI,21841
MARAWE  KYURA,21841
MASAERA,21841
LEGHOMULO,21841
KILEMA CHINI,21841
ROSHO,21841
KIMARORONI,21841
MKYASHI,21841
NGANGU,21841
RUWA,21841
MAKAMI JUU,21841
KYOU,21841
MAKAMI CHINI,21841
KIMANGARO,21841
KIRUWENI,21841
KONDENI,21841
MAWANJENI,21841
MATALA,21841
MRIMBO UUO,21841
MARINGA,21841
LOLE MARERA,21841
MSAE NGANYENI,21841
MSAE KINYAMVUO,21841
LOLE,21841
MKOLOWONY,21841
LEKURA,21841
KIRIA,21841
KIMBOGHO,21841
KIMANGARA,21841
KOTELA,21841
KOKIRIE,21841
KOMAKUNDI,21841
MBONI,21841
LYAMRAKANA,21841
SEMBETI,21841
RAUYA,21841
LYASONGORO,21841
SAMANGA,21841
ARISI,21841
ASHIRA,21841
MSHIRI,21841
KOMALYANGOE,21841
KITOWO,21841
KIRARACHA,21841
NDUWENI,21841
KYALA,21841
MBAHE,21841
KOMELA,21841
OMARINI,21841
KITANDU,21841
SISA MARO,21841
DAKAU,21841
MKOMILO,21841
MLOE,21841
URI,21841
OTARUNI,21841
UCHAU KASKAZINI,21841
MAUA,21841
UCHAU KUSINI,21841
KIRIMA JUU,21841
KIRIMA KATI,21841
BORO,21841
SINGA,21841
MWEKA,21841
SUNGU,21841
MANUSHI NDOO,21841
MANUSHI SINDE,21841
KOMBO,21841
MKOMONGO,21841
UMBWE SINDE,21841
KIFUNI,21841
UMBWE ONANA,21841
MANUSHI SINDE MASHARIKI,21841
MANUSHI KATI,21841
UMBWE KATI,21841
KINDI,21841
KINDI MSASANI,21841
CHEKERENI WERUWERU,21841
SAMBARAI,21841
KINDI JUU,21841
JIPE,22821
KAMBI YA SIMBA,22821
BUTU UGWENO,22821
RURU,22821
KWAKIHINDI,22821
KIGONIGONI,22821
BUTU USANGI,22821
KIVISINI,22821
KITONGOTO,22821
KWANYANGE,22821
KWAKOA,22821
NGULU,22821
KARAMBA /NDEA,22821
SIMU /KIZUNGO,22821
GONGONI,22821
MSANGENI,22821
MRUMA,22821
SIMBOMU,22821
MWAI,22821
MAMBA,22821
KISANJUNI,22821
RAA,22821
RANGAA,22821
MASUMBENI,22821
KADENGERE,22821
MANGIO,22821
VUCHAMANGOFI,22821
MRITI,22821
MWANIKO,22821
SHIGHATINI,22821
IBAYA,22821
MFINGA,22821
MKUU,22821
VUCHAMANDAMBWE,22821
LAMBO,22821
KIRURU IBWE IJEWA,22821
KISANGARA,22821
MANGARA,22821
MBAMBUA,22821
LEMBENI,22821
KIVERENGE,22821
MGAGAO,22821
PANGARO,22821
NGUJINI,22821
CHANJALE,22821
SONGOA,22821
KIRYA,22821
KITI CHA MUNGU,22821
NJI PANDA,22821
KILOMENI,22821
SOFE,22821
KIGHARE,22821
KIRONGAYA,22821
KILAWENI,22821
NDANDA,22821
NDORWE,22821
MSHEWA,22821
CHOMVU,22821
KIMBALE,22821
MBORE,22821
MWERO,22821
LOMWE,22821
KIRICHE,22821
VUAGHA,22821
KILEO,22821
KIVULINI,22821
KIFARU,22821
KITURI,22821
"LANG""ATABORA",22821
"LANG""ATA KAGONGO",22821
NYABINDA,22821
HANDENI,22821
HOLILI MJINI,23202
HOLILI VIJIJINI,23202
MAMSERA JUU,23202
MAMSERA KATI,23202
NGOYONI,23202
NGARENI,23202
MANDA JUU,23202
MANDA CHINI,23202
MENGWE JUU,23202
MENGWE CHINI,23202
MENGENI CHINI,23202
MENGENI KITASHA,23202
MFURUWASHE,23202
MACHAME ALENI,23202
ALENI CHINI,23202
MAMSERA CHINI,23202
CHALA,23202
KIDONDONI,23202
NGUDUNI,23202
MAHANGO,23202
MAKIIDI,23202
MAHARO,23202
SHIMBI KATI,23202
SHIMBI MASHO,23202
SHIMBI MASHAMI,23202
SHIMBI MASHARIKI,23202
IKUINI,23202
UBAA,23202
USHIRI,23202
MRAO,23202
KERYO,23202
MMOMWE,23202
MASHUBA,23202
KENI,23202
KIRWA,23202
KIRAENI,23202
KATANGARA,23202
MRERE,23202
MAHOROSHA,23202
MSARANGA,23202
KISALE,23202
KILEMA,23202
KOOTI,23202
MARANGU,23202
KITOWO,23202
KIRONGO JUU,23202
SAMANGA,23202
SANGASA,23202
KIRONGO CHINI,23202
KIWANDA,23202
KWALAKAMU,23202
MSINGA,23202
LESOROMA,23202
KINGACHI,23202
LETO,23202
USONGO,23202
WAMA,23202
UBETU,23202
KAHE,23202
TURE,23202
NGASENI,23202
MSANGAI,23202
KIBAONI,23202
NAYEME,23202
URAURI,23202
NESAE,23202
MBOMAI,23202
KIKELELWA,23202
JIUNGENI,23610
RUVU MFEREJINI,23610
MARWA,23610
RUVU DARAJANI,23610
NJORO,23610
EMUGURI,23610
ISHINDE,23610
KIZUNGO,23610
VUMARI,23610
MINYALA,23610
MWEMBE,23610
NASURO,23610
CHAJO,23610
BANGALALA,23610
MKANYENI,23610
MTEKE,23610
MTUNGUJA,23610
MHEZI,23610
VUDEE,23610
KISESA,23610
NDOLWA,23610
MENAM,23610
KWIZU,23610
MARINDI,23610
MANKA,23610
MSHEWA,23610
GOMA,23610
DUMA,23610
MSINDO,23610
MBAKWENI,23610
MKONGA INJINYU,23610
KISIWANI,23610
HEDARU,23610
KIJOMU,23610
GUNDE SINE,23610
GAVAO - NGARITO,23610
SAWENI,23610
MABILIONI,23610
CHEKERENI,23610
RUVU - MBUYUNI,23610
MARIENI,23610
MHERO,23610
"GWANG""A",23610
MAKANYA,23610
KASAPO,23610
MGWASI,23610
TAE,23610
HEIKONT,23610
RIKWENI,23610
MALINDI,23610
GONJANZA,23610
VUNTA,23610
NJAGU,23610
KIDUNDA,23610
PAPA,23610
MWALA,23610
NDUNGU,23610
MISUFINI,23610
KALEMAWE,23610
MAKOKANE,23610
KARAMBA,23610
MPIRANI,23610
MAORE,23610
MHEZA,23610
KADANDO,23610
BENDERA,23610
MGANDU,23610
MAJENGO,23610
VUGWAMA,23610
MWATENI,23610
BWAMBO,23610
KIRANGARE,23610
MAKASA,23610
IDARU,23610
GOHA,23610
"MANG""A",23610
KITUBWA,23610
KAMBENI,23610
KIRORE,23610
MPINJI,23610
IVUGA,23610
KIRONGWE,23610
SAMBWENI,23610
UZAMBARA,23610
KANKOKORO,23610
MVURE KONGEI,23610
MBUYUNI,23610
KONGEI,23610
MYOMBO,23610
MTII,23610
MAFINGIRO,23610
LUGULU,23610
KANZA,23610
VUMBA,23610
MVAA,23610
MJEMA,23610
BOMBO,23610
VUJE,23610
MVANGO,23610
NTENGA,23610
AMANI,24259
SHEKH BADI,24259
MIKUMBI MAGHARIBI,24259
UGANDA,24259
SHULE,24259
MNUBI,24259
JAFFU PEMBE,24259
IDAHOTI,24259
MAISALA,24259
NAVETAVETA,24259
MANISPAA,24259
MSIKITI,24259
MATOPENI,24259
MTULENI A,24259
MTULENI B,24259
KAWAWA ROAD,24259
KOTA,24259
RIPS,24259
MTANDA KARIAKOO,24259
MTANDA JUU,24259
MTANDA KATI,24259
MCHOCHORO,24259
MMUKULE,24259
NANEMBO,24259
MTUTU,24259
KILIMAHEWA,24259
MAGOGONI,24259
N.H.C,24259
MWENGE,24259
MIGOMBANI,24259
MPILIPILI KASKAZINI,24259
MPILIPILI KUSINI,24259
NACHINGWEA,24259
SABASABA,24259
NDORO KASKAZINI,24259
NDORO KUSINI,24259
NDORO JUU,24259
NDORO CHINI,24259
RUTAMBA,24259
ANGAZA,24259
KILIMANIHEWA,24259
MAJANI MAPANA,24259
ANGOLA,24259
UFUKONI,24259
MAJENGO,24259
MCHINGA ROAD,24259
RAHALEO,24259
KARIAKOO,24259
MITEMA,24259
LIKOTWA,24259
BANDUKA,24259
MUHIMBILI,24259
MITWERO STENDI,24259
MILONJI,24259
MITWERO ZAHANATI,24259
MABANO,24259
MMONGO,24259
KIDUNI,24259
MITUMBATI,24259
MAYANI,24259
MTANGE,24259
TULIENI,24259
MSONOBARI JUU,24259
MSONOBARI CHINI,24259
BENKI,24259
KANISA,24259
MLANDEGE,24259
TANKINI,24259
KITUNDA,24259
KITUMBIKWELA,24259
NACHINGWEA,24259
MNALI,24259
SINDE,24259
MBANJA,24259
MITONGA,24259
NAGIRIKI,24259
KIKWETU,24259
MAKONDE,24259
MASASI YA LEO,24259
"LIKONG""O",24259
MTOMKAVU,24259
JANGWANI,24259
NANJINGA,24259
LIKABUKO,24259
KOLEJI,24259
KIWANJANI,24259
NANYANJE,24259
TANDANGONGORO,24259
MSIKITI,24259
ZAWIANI,24259
ZAHANATI,24259
MUUNGANO,24259
NALUNYU,24259
MKANGA,24259
NANDAMBI,24259
MAPOKEZI,24259
MAHAKAMANI,24259
LIVENGULA,24259
KUMBAILA,24259
CHELEWENI,24259
MKUPAMA,24259
MBUYUNI,24259
MINGOYO,24259
MAWASILIANO,24259
RAHA LEO A,24259
RAHA  LEO B,24259
SOKONI,24259
MAKONDE,24259
MTELE,24259
MAJENGO,24259
SEKONDARI,24259
ZAHANATI,24259
MUUNGANO,24259
STENDI,24259
RUAHA,24259
MIHOGONI,24259
MAJENGO,24259
MAKUMBA,24400
MKUMBAMOSI,24400
MUUNGANO,24400
MATIMBA,24400
MOKA,24400
LIKWAYA,24400
KIKOMOLELA,24400
KOMOLO,24400
KITOHAVI,24400
MIPINGO,24400
MATAPWA,24400
MNYANGARA,24400
NAMKONGO,24400
LIHIMILO,24400
KITOMANGA,24400
MKWAJUNI,24400
MILOLA A,24400
MILOLA B,24400
MILOLA MAGHARIBI,24400
LEGEZAMWENDO,24400
MKANGAULANI,24400
RUCHEMI,24400
NAMTAMBA,24400
RUTAMBA ZAMANI,24400
MICHEE,24400
RUTAMBA SASA,24400
CHILALA,24400
MNIMBILA,24400
MTUMBIKILE,24400
KILANGALA,24400
KILANGALA B,24400
KINYOPE,24400
NAMKOPO,24400
RUHOMA,24400
MAKANGARA,24400
KIWAWA,24400
MPUTWA,24400
MALOO,24400
"MNANG""OLE",24400
KILOLAMBWANI,24400
DIMBA,24400
KIJIWENI,24400
MVULENI A,24400
MVULENI MASHARIKI,24400
MVULENI B,24400
MCHINGA I,24400
MCHINGA II,24400
RUVU,24400
MMANGAWANGA,24400
NARUNYU,24400
KIWALALA,24400
MANDAWA,24400
RUO,24400
MPEMBE,24400
MAHUMBIKA,24400
SUDI,24400
KILIMANI,24400
MADANGWA,24400
MTEGU,24400
NACHUNYU,24400
MMUMBU,24400
NAVANGA,24400
MONGOMONGO,24400
SHUKA,24400
NAMPUNGA,24400
MAKONDE,24400
MIHOGONI,24400
MVULENI,24400
MPENDA,24400
NYANGAO A,24400
NYANGAO B,24400
MTAKUJA II,24400
MAHIWA,24400
LITINGI,24400
CHIWERERE,24400
NAMANGALE,24400
UTIMBURA,24400
NAMANGALE B,24400
MAWILO,24400
NAMUPA,24400
MUUNGANO II,24400
MIHIMA,24400
NNDAWA,24400
MNAMBA,24400
KILIMAHEWA A,24400
KILIMAHEWA B,24400
LUWALE,24400
NYENGEDI,24400
NYENGEDI B,24400
MNOLELA,24400
MBUTA,24400
RUHOKWE,24400
NAMUNDA,24400
ZINGATIA,24400
SIMANA,24400
PANGATENA,24400
NJONJO,24400
HINGAWALI,24400
MASASI,24400
MAJENGO B,24400
MBALALA,24400
"NANG""AKA",24400
MKWAJUNI,24400
TULIENI,24400
MTUA LONGA,24400
NARWADI,24400
MTUMBYA,24400
KILIMANJARO,24400
NAHUKAHUKA,24400
NAHUKAHUKA B,24400
LIPOME,24400
LINOHA,24400
MBAWALA,24400
CHIPONDA,24400
MWANGU,24400
NTAUNA,24400
CHIODYA,24400
CHIODYA B,24400
MIHANGA,24400
MNARA,24400
MKANGA II,24400
CHIKOMBE,24400
MTAKUJA,24400
NTENE,24400
NTENE B,24400
LIGANGA,24400
NYANGAMARA A,24400
NYANGAMARA B,24400
LITIPU,24400
MADINGO,24400
UTIMBE,24400
CHIUTA,24400
MIKONGE,24400
MANDWANGA,24400
MALUNGO,24400
NAMBAHU,24400
NYUNDO I,24400
MNAZIMMOJA,24400
MILAMBA,24400
LINDWANDWALI,24400
SONGOSONGO,25330
KIKOLE,25330
RUHATWE,25330
KISANGI,25330
MIGEREGERE,25330
NANJIRINJI A,25330
NANJIRINJI B,25330
NAKIU,25330
LIKAWAGE,25330
NAINOKWE,25330
LIWITI,25330
PANDE,25330
MALALANI,25330
MTITIMIRA,25330
SONGOMNARA,25330
MIKOMA/NAKIMWERA,25330
"NANG""OO KIWALA",25330
NAMWEDO,25330
MANDAWA,25330
HOTELITATU,25330
MCHAKAMA,25330
KIWAWA,25330
MAVUJI,25330
MKONDAJI,25330
LIHIMALYAO KASKAZINI,25330
RUYAYA,25330
LIHIMALYAO KUSINI,25330
RUSHUNGI,25330
KISONGO,25330
NAMAKONGORO,25330
KIRANJERANJE,25330
MAKANGAGA,25330
MBWEMKURU,25330
MTANDI,25330
MIRUMBA,25330
KISWERE,25330
NJINJO,25330
KISIMAMKIKA,25330
KIPINDIMBI,25330
MITOLE,25330
NGEA,25330
MIGURUWE,25330
ZINGA KIBAONI,25330
NAKINGOMBE,25330
MTEPERA,25330
KIPATIMU,25330
MTONDO KIMWAGA,25330
NANDEMBO,25330
DARAJANI,25330
MKARANGO,25330
NANDETE,25330
KIBATA,25330
MWENGEI,25330
HANGA,25330
MTENDE,25330
CHUMO,25330
INGIRITO,25330
KINYWANYU,25330
HONGWE,25330
KANDAWALE,25330
NGARAMBI,25330
NAMATEWA,25330
MTUMBEI MPOPERA,25330
NAMAYUNI,25330
LYOMANGA,25330
NAMAKOLO,25330
NGORONGORO,25330
NAHAMA,25330
KINJUMBI KIHEMA,25330
MIUMBU,25330
PUNGUTINI,25330
MTYALAMBUKO,25330
SOMANGA KASKAZINI,25330
SOMANGA KUSINI,25330
NAMATUNGUTUNGU,25330
MARENDEGO,25330
SOMANGA SIMU,25330
MITEJA A,25330
MTONI,25330
TILAWANDU,25330
MTUKWAO,25330
NJIANNE,25330
TINGI,25330
MTANDANGO,25330
MINGUMBI,25330
NAMBONDO,25330
CHAPITA,25330
NANGAMBI,25330
NAMPUNGA,25330
KILILIMA,25330
LUCHELEGWA,25802
NANDANGA,25802
IPINGO,25802
CHINONGWE  A,25802
CHINONGWE  B,25802
JUHUDI  A,25802
JUHUDI  B,25802
LITAMA,25802
LIKWACHU,25802
CHIENJELE,25802
NAMAKUKU,25802
MIBURE,25802
"NG""IMBWA",25802
NJAWALE,25802
"NG""AU",25802
MANOKWE,25802
CHIMBILA  B,25802
CHIMBILA  A,25802
NANDAGALA  A,25802
NANDAGALA B,25802
MMAWA,25802
NAMAHEMA  A,25802
NAMAHEMA  B,25802
MALOLO,25802
NANGUMBU  A,25802
NANGUMBU B,25802
MICHENGA  A,25802
MICHENGA  B,25802
MTAWILILE,25802
NANGANGA,25802
MBECHA,25802
MCHENGANYUMBA,25802
MTAKUJA,25802
NKOWE,25802
MPUMBE,25802
KIPINDIMBI,25802
MCHANGANI,25802
LIPANDE,25802
LIKANGALA,25802
NACHINGWEA,25802
KILIMANIHEWA,25802
DODOMA,25802
MAKANJIRO,25802
CHILANGALILE,25802
CHIKOKO,25802
CHINOKOLE,25802
MBANGARA,25802
LIUGURU,25802
NARUNGOMBE,25802
NANGURUGAI,25802
"MACHANG""ANJA",25802
CHIKWALE,25802
CHIUNDU,25802
LIKUNJA,25802
MITOPE,25802
MPARA,25802
MTIMBO-RUANGWA,25802
MMAWA,25802
KITANDI,25802
MBEKENYERA,25802
NAUNAMBE,25802
CHINGUMBWA,25802
NAMILEMA,25802
MKUTINGOME,25802
MANDARAWE,25802
NACHINYIMBA,25802
NANDENJE,25802
CHUNYU,25802
NAMIKULO,25802
MIHEWE,25802
NAMICHIGA A,25802
NAMICHIGA B,25802
NAMKONJELA,25802
NANDANDARA,25802
MATAMBARALE KASKAZINI,25802
MATAMBARALE KUSINI,25802
NAMKATILA,25802
MCHICHILI,25802
NAHANGA,25802
MANDAWA CHINI,25802
CHIKUNDI,25802
CHIBULA,25802
NAMIENJE,25802
LICHWACHWA,25802
NACHIKALALA,25802
MUHURU,25802
NAMBILANJE,25802
NANJARU,25802
MKARANGA,25802
MTONDO,25802
BARIKIWA,26353
CHIMBUKO,26353
NDUNYUNGU,26353
MAKATA,26353
MITAWA,26353
MKUNDI,26353
KIGWEMA,26353
MPENGERE,26353
LUBABA,26353
MLEMBWE,26353
NAMBINDA,26353
NDAPATA,26353
MKUTANO,26353
KIKULYUNGU,26353
KIMAMBI,26353
MBAYA,26353
NAMTUMBWA,26353
NDURUKA,26353
NAMIHU,26353
MTAWANGO,26353
KICHONDA,26353
MBULI,26353
NYELA,26353
MANGIRIKITI,26353
KIMBEMBA,26353
NGORONGOPA,26353
KIPULE,26353
MKONGONAGE,26353
MAKINDA,26353
MPIGAMITI,26353
NAMAKOLOLO,26353
MITAWA,26353
"LIWALE ""B""",26353
NANJEGEJA,26353
MAHONGA,26353
MIKUNYA,26353
TUUNGANE,26353
LEGEZAMWENDO,26353
MAKONJIGANGA,26353
KILIPWIKE,26353
NALULEO,26353
MUNGURUMO,26353
MPIRANI,26353
TEPETEPE,26353
NANGANDO,26353
MBONDE,26353
LINDOTA,26353
KINGULUWILA,26353
KITAMAMUHI,26353
LIKONGOWELE,26353
NGANYAGA,26353
KUCHOCHOLOKANA,26353
HULIA,26353
MIHUMO,26353
DARAJANI,26353
LIKOMBORA,26353
TURUKI,26353
NGONGOWELE,26353
MIKUYU,26353
NGUNJA,26353
LILOMBE,26353
LUWELE,26353
CHIGUGU,26353
KIANGARA,26353
LITOU,26353
KITOGORO,26353
MTAWATAWA,26353
MIRUI,26353
"LINENG""ENE",26353
NAUJOMBO,26353
KIPELELE,26353
KIBUTUKA,26353
NGUMBU,26353
NANGANO,26353
NAHORO,26353
MTUNGUNYU,26353
NANGOWE (M),26805
NANGOWE(S),26805
MSHIKAMANO,26805
MITUMBATI,26805
MWENGE,26805
MAZIWA,26805
MITUMBATI B,26805
KILIMA HEWA,26805
MTEPECHE,26805
SUNGURA,26805
MUUNGANO,26805
NAMATULA,26805
STESHENI,26805
SONGAMBELE,26805
CHIUMBATI  MIEMBENI,26805
CHEKELENI,26805
CHEMCHEM,26805
"NANG""OLOLA",26805
MCHANGANI,26805
NAMBAMBO,26805
MAZOEZI,26805
NAMPEMBA,26805
KILIMARONDO,26805
NANJIHI,26805
NAMATUNU,26805
MATEKWE,26805
MAJONANGA,26805
MAJENGO,26805
"KIEGEI ""A""",26805
"KIEGEI ""B""",26805
MPIRUKA,26805
MKUMBA,26805
LIBEA,26805
MPIRUKA B,26805
MBONDO,26805
NAHIMBA,26805
NAKALONJI,26805
CHIMBENDENGA,26805
NAIPINGO,26805
KIHUWE,26805
MAPOCHELO,26805
MCHONDA,26805
MKUKWE,26805
MKATAPORI,26805
"NANG""ONDO",26805
NAMATUMBUSI,26805
KWA KAMPANGA,26805
MTAWATAWA,26805
NDOMONI,26805
MAKITIKITI,26805
MKURUPILO,26805
NDOMONDO,26805
NAIPANGA,26805
NAGAGA,26805
JOSHONI,26805
CHIWINDI,26805
CHIUMBATI SHULENI,26805
TANDIKA,26805
LUAGARA,26805
MAENDELEO,26805
RAHA LEO,26805
KILOMBERO,26805
MTUA,26805
NALENGWE,26805
NAMANGA,26805
KIPARA MTUA,26805
MANOWALI,26805
FARM 17,26805
MKOTOKUYANA,26805
MANDAI,26805
MATEMANGA,26805
MAILI SITA,26805
MARAMBO A,26805
MARAMBA B,26805
LITULA,26805
MITUGURU,26805
IKUNGU,26805
RUPOTA,26805
MKOKA,26805
RWEJE,26805
LIKWELA,26805
NARUNGOMBE,26805
NANDILE,26805
CHILAILE,26805
NAMMANGA,26805
MANDAWA,26805
RUPONDA,26805
MWANANYAMALA,26805
MIBONDO,26805
CHIOLA,26805
CHIOLA B,26805
MTIMBO,26805
CHINGUNDULI,26805
NAMAUNI,26805
MNERO MIEMBENI,26805
NAMKULA,26805
MKONJERA CHINI,26805
NTILA,26805
FARM EIGHT,26805
MKONJELA,26805
MNERO NGONGO,26805
MPUTE,26805
KITANDI,26805
KIMAWE,26805
KIPARA MNERO,26805
NAMBALAPALA,26805
MWANDILA,26805
MIUMBUTI,26805
LIBUNDU,26805
NAMAPWIA,26805
LIKONGOWELE,26805
MBUTE,26805
"LIONJA ""A""",26805
"LIONJA ""B""",26805
LITANDA MTAMA,26805
NAULINGO,26805
